poem,Label,Poet
بَلى أَنا مُشتاقٌ وَعِندِيَ لَوعَةٌوَلَكِنَّ مِثلي لايُذاعُ لَهُ سِرُّإِذا اللَيلُ أَضواني بَسَطتُ يَدَ الهَوىوَأَذلَلتُ دَمعاً مِن خَلائِقِهِ الكِبرُ,شوق,جميل بثينة
أَتَجزَعُ مِمّا أَحدَثَ الدَهرُ بِالفَتىوَأَيُّ كَريمٍ لَم تُصِبهُ القَوارِعُلَعَمرُكَ ما تَدري الضَوارِبُ بِالحَصىوَلا زاجِراتُ الطَيرِ ما اللَهُ صانِعُ,حزن,أبو فراس الحمداني
وَما المَرءُ إِلّا كَالشِهابِ وَضَوئِهِيَحورُ رَماداً بَعدَ إِذ هُوَ ساطِعُوَما البِرُّ إِلّا مُضمَراتٌ مِنَ التُقىوَما المالُ إِلّا مُعمَراتٌ وَدائِعُ,حياة,إيليا ابو ماضي
يَموتُ رَديءُ الشِعرِ مِن قَبلِ أَهلِهِوَجَيِّدُهُ يَبقى وَإِن ماتَ قائِلُه,حزن,البحتري
وَفيهِ عُيوبٌ لَيسَ يُحصى عِدادُهافَأَصغَرُها عَيباً يَجِلُّ عَنِ الكُفرِوَلَو أَنَّني أَبدَيتُ لِلناسِ بَعضَهالَأَصبَحَ مِن بَصقِ الأَحِبَّةِ في بَحرِ,حياة,ابو العتاهية
وَما الحُسنُ في وَجهِ الفَتى شَرَفاً لَهُإِذا لَم يَكُن في فِعلِهِ وَالخَلائِقِوَما بَلَدُ الإِنسانِ غَيرُ المُوافِقِوَلا أَهلُهُ الأَدنَونَ غَيرُ الأَصادِقِ,حزن,محمد مهدي الجواهري
خَدَمتُ أُناساً وَاِتَّخَذتُ أَقارِبلِعَوني وَلَكِن أَصبَحوا كَالعَقارِبِيُنادونَني في السِلمِ يا اِبنَ زَبيبَةٍوَعِندَ صِدامِ الخَيلِ يا اِبنَ الأَطايِبِ,فراق,قيس بن ذريح
فَيا نَفسُ صَبراً لَستِ وَاللَهِ فَاِعلَميبِأَوَّلِ نَفسٍ غابَ عَنها حَبيبُها,حزن,المتنبي
وَالشَيبُ يَنهَضُ في السَوادِ كَأَنَّهُلَيلٌ يَصيحُ بِجانِبَيهِ نَهارُإِنَّ الشَبابَ لَرابِحٌ مَن باعَهُوَالشَيبُ لَيسَ لِبائِعيهِ تِجارُ,غزل,ابن خفاجه
فَقُلتُ لَها إِنَّ البُكاءَ لَراحَةٌبِهِ يَشتَفي مَن ظَنَّ أَن لا تَلاقِياقِفي وَدِّعينا يا هُنَيدُ فَإِنَّنيأَرى الحَيَّ قَد شاموا العَقيقَ اليَمانِيا,شوق,ابن خفاجه
هَجَروا الكَلامَ إِلى الدُموعِ لِأَنَّهُمُوَجَدوا البَلاغَةَ كُلَّها في الأَدمُعِكَيفَ اِلتَفَتُّ وَسِرتُ لا أَلقى سِوىمُتَوَجِّعٍ يَشكو إِلى مُتَوَجِّعِ,شوق,أبو فراس الحمداني
سُبحانَ مَن لَيسَ مِن شَيءٍ يُعادِلُهُإِنَّ الحَريصَ عَلى الدُنيا لَفي تَعَبِ,عدل,لبيد بن ربيعة
وَلَيسَ خَليلي بِالمَلولِ وَلا الَّذيإِذا غبتُ عَنهُ باعَني بِخَليلِوَلَكِن خَليلي مَن يَدومُ وِصالُهُوَيَحفَظُ سِرّي عِندَ كُلِّ دَخيلِ,علم,لبيد بن ربيعة
كِلانا عَلى ما كانَ مِن ذاكَ مُكرَهٌيُحاوِلُ أَمراً لَم يَجِد مِنهُ مَخرَجاكِلانا مَشوقٌ أَنضَجَ الشَوقُ قَلبَهُيُعالِجُ جَمراً في الحَشا مُتَأَجِّجا,علم,دعبل الخزاعي
وَاِستَرِح بِالحَبيبِ فيما تُلاقيكُلُّ شَيءٍ سِوى الحَبيبِ عَناءُوَيَقولُ الطَبيبُ في رَحمَةِ اللَهِ غَناءٌ وَلَيسَ عِندي غَناءُ,حرية,دعبل الخزاعي
لَقَد بانَ لي أَشياءُ مِنكَ تُريبُنيوَهَيهاتَ يَخفى مَن يَكونُ مُريباتَعالَ فَحَدِّثني حَديثَكَ آمِناًوَجَدتَ مَكاناً خالِياً وَحَبيبا,حياة,المتنبي
طَهارَةُ مِثلي في التَباعُدِ عَنكُمُوَقُربُكُمُ يَجني هُمومي وَأَدناسيوَأَلقى إِلَيَّ اللُبَّ عَهداً حَفِظتُهُوَخالَفتُهُ غَيرَ المَلولِ وَلا الناسي,عتاب,عنترة بن شداد
شِبتُ طِفلاً وَلَم يَحِن لي مَشيبٌغَيرَ أَنَّ الهَوى رَأى أَن أَشيباأَسعِديني عَلى الزَمانِ عَريبٌإِنَّما يُسعِدُ الغَريبُ الغَريبا,فراق,قيس بن ذريح
إِنّا لَقَومٌ أَبَت أَخلاقُنا شَرَفاًأَن نَبتَدي بِالأَذى مَن لَيسَ يُؤذينابيضٌ صَنائِعُنا سودٌ وَقائِعُناخُضرٌ مَرابِعُنا حُمرٌ مَواضينا,حياة,الفرزدق
وَأَحَبُّ آفاقِ البِلادِ إِلى الفَتىأَرضٌ يَنالُ بِها كَريمَ المَطلَبِوَلَدى بَني يَزدادَ حَيثُ لَقيتُهُمكَرَمٌ كَغادِيَةِ السَحابِ الصَيِّبِ,حزن,الفرزدق
وَهُمْ مِن لُؤمِهم في قَعرِ وهدٍوَإِن رفعوا بدورِهم القِباباوَمَن يَكُ عارِياً مِن كُلِّ خَيرٍفَما يُغنيهِ أَن لَبِسَ الثيابا,رثاء,إيليا ابو ماضي
النَفسُ أَدنى عَدوٍّ أَنتَ حاذِرُهُوَالقَلبُ أَعظَمُ ما يُبلى بِهِ الرَجُلُوَالحُبُّ ما خَلَصَت مِنهِ لَذاذَتُهُلا ما تُكَدِّرُهُ الأَوجاعُ وَالعِلَلُ,رثاء,ابو العتاهية
أَصونُ تُرابَ الأَرضِ كانوا حُلولُهاوَأَحذَرُ مِن مَرّي عَلَيها وَأُشفِقُوَلَم يَبقَ عِندي لِلهَوى غَيرَ أَنَّنيإِذا الرَكبُ مَرّوا بي عَلى الدارِ أَشهَقُ,حب,كثير عزة
تَلَذُّ عَيني وَقَلبي مِنكَ في أَلَمٍفَالقَلبُ في مَأتَمٍ وَالعَينُ في عُرُسِكِمُّ الفُؤادِ حَبيساً غَيرُ مُنطَلِقٍوَدَمعُ عَيني طَليقاً غَيرُ مُنحَبِسِ,عتاب,العباس بن الأحنف
أَنتِ النَعيمُ لِقَلبي وَالعَذابُ لَهُفَما أَمَرُّكِ في قَلبي وَأَحلاكِعِندي رَسائِلُ شَوقٍ لَستُ أَذكُرُهالَولا الرَقيبُ لَقَد بَلَّغتُها فاكِ,عتاب,بشار بن برد
فَاِهرُب بِنَفسِكَ وَاِستَأنِس بِوِحدَتِهاتَبقى سَعيداً إِذا ما كُنتَ مُنفَرِدا,عتاب,بهاء الدين زهير
وَلَمّا لَم يُلاقوا فيَّ عَيباًكَسوني مِن عُيوبِهِمُ وَعابوا,عتاب,أبو العلاء المعري
خُلِقتَ لِإِحدى الغايَتَينِ فَلا تَنَموَكُن بَينَ خَوفٍ مِنهُما وَرَجاءِوَفي الناسِ شَرٌّ لَو بَدا ما تَعاشَرواوَلَكِن كَساهُ اللَهُ ثَوبَ غِطاءِ,مدح,ابو نواس
فَما الحُبُّ إِن ضاعَفتُهُ لَكَ باطِلٌوَلا الدَمعُ إِن أَفنَيتُهُ فيكَ ضائِعُوَغَيرُكَ إِن وافى فَما أَنا ناظِرٌإِلَيهِ وَإِن نادى فَما أَنَ سامِعُ,مدح,صفي الدين الحلي
وَفي النَفسِ حاجاتٌ إِلَيكَ كَثيرَةٌأَرى الشَرحَ فيها وَالحَديثُ يَطولُتَعالَ فَما بَيني وَبَينِكَ ثالِثٌفَيَذكُرُ كُلٌّ شَجوَهُ وَيَقولُ,عدل,البحتري
أَلا أَيُّها القَلبُ الَّذي قادَهُ الهَوىأَفِق لا أَقَرَّ اللَهُ عَينَكَ مِن قَلبِ,عدل,الشريف المرتضى
وَيَجهَدُ الناسُ في الدُنيا مُنافَسَةًوَلَيسَ لِلناسِ شَيءٌ غَيرَ ما رُزِقوايا مَن بَنى القَصرَ في الدُنيا وَشَيَّدَهُأَسَّستَ قَصرَكَ حَيثُ السَيلُ وَالغَرَقُ,عتاب,الشريف الرضي
مَن جا إِلَيكَ فَرُح إِلَيــهِ وَمَن جَفاكَ فَصُدَّ عَنهُمَن ظَنَّ أَنَّكَ دونَهُفَاِترُك هَواهُ إِذَن وَهِنهُ,حزن,الشريف الرضي
وَأُحِبُّ كُلَّ مُهَذَّبٍ وَلَو اَنَّهُخَصمي وَأَرحَمُ كُلَّ غَيرِ مُهَذَّبِيَأبى فُؤادي أَن يَميلَ إِلى الأَذىحُبُّ الأَذِيَّةِ مِن طِباعِ العَقرَبِ,حزن,الشريف الرضي
كَأَنَّ سُهادَ اللَيلِ يَعشَقُ مُقلَتيفَبَينَهُما في كُلِّ هَجرٍ لَنا وَصلُأُحِبُّ الَّتي في البَدرِ مِنها مَشابِهٌوَأَشكو إِلى مَن لا يُصابُ لَهُ شَكلُ,شوق,الشريف الرضي
خالِف هَواكَ إِذا دَعاكَ لِرَيبَةٍفَلَرُبَّ خَيرٍ في مُخالَفَةِ الهَوىعَلَمُ المَحَجَّةِ بَيِّنٌ لِمُريدِهِوَأَرى القُلوبَ عَنِ المَحَجَّةِ في عَمى,حياة,الإمام الشافعي
وَأَمنَحُها أَقصى هَوَايَ وَإِنَّنيعَلى ثِقَةٍ مِن أَنَّ حَظّي صُدودُهاأَلا لَيتَ شِعري بَعدَنا هَل تَغَيَّرَتعَنِ العَهدِ أَم أَمسَت كَعَهدي عُهودُها,عتاب,الشريف الرضي
يا رَبُّ لا تَسلُبَنّي حُبَّها أَبَداًوَيَرحَمُ اللَهُ عَبداً قالَ آمينا,حياة,ابو العتاهية
وَبي شَوقٌ إِلَيكَ أَعَلَّ قَلبيوَما لي غَيرَ قُربِكَ مِن طَبيبِأَغارُ عَلَيكَ مِن خَلواتِ غَيريكَما غارَ المُحِبُّ عَلى الحَبيبِ,شوق,بهاء الدين زهير
أَراجِعَةٌ قَلبي عَلَيَّ فَرائِحٌمَعَ الرَكبِ لَم يُكتَب عَلَيكِ قَتيلُفَلا تَحمِلي ذَنبي وَأَنتِ ضَعيفَةٌفَحَملُ دَمي يَومَ الحِسابِ ثَقيلُ,عتاب,بهاء الدين زهير
خَدَعوا فُؤادي بِالوِصالِ وَعِندَماشَبّوا الهَوى في أَضلُعي هَجَرونيلَو لَم يُريدوا قَتلَتي لَم يُطعِموافي القُربِ قَلبَ مُتَيَّمٍ مَفتونِلَم يَرحَموني حينَ حانَ فِراقُهُمما ضَرَّهُم لَو أَنَّهُم رَحَموني,عتاب,قيس بن ذريح
تَحَمَّل عَظيمَ الذَنبِ مِمَّن تَحِبُّهُوَإِن كُنتَ مَظلوماً فَقُل أَنا ظالِمُفَإِنَّكَ إِلّا تَغفِرِ الذَنبَ في الهَوىيُفارِقكَ مَن تَهوى وَأَنفُكَ راغِمُ,عدل,ابو العتاهية
فَلا تَحسَبي أَنّي عَلى البُعدِ نادِمٌوَلا القَلبُ في نارِ الغَرامِ مُعَذَّبُوَقَد قُلتُ إِنّي قَد سَلَوتُ عَنِ الهَوىوَمَن كانَ مِثلي لا يَقولُ وَيَكذِبُ,حياة,الإمام الشافعي
وَما اِنسَدَّتِ الدُنيا عَلَيَّ لِضيقِهاوَلَكِنَّ طَرفاً لا أَراكِ بِهِ أَعمىفَوا أَسَفا أَن لا أُكِبَّ مُقَبِّلاًلِرَأسِكِ وَالصَدرِ الَّذي مُلِئا حَزما,حياة,إيليا ابو ماضي
يا لَيتَ مَن لامَنا في الحُبِّ مَرَّ بِهِمِمّا نُلاقي وَإِن لَم نُحصِهِ العُشُرُحَتّى يَذوقَ كَما ذُقنا فَيَمنَعَهُمِمّا يَلَذُّ حَديثُ النَفسِ وَالسَهَرُ,شوق,المتنبي
ما لِنَفسي وَحدَها ذَنبٌ سِوىمِنكُمُ الحُسنُ وَمِن عَيني النَظَرأَجتَني اللَذّاتِ مَكلومَ الجَوىوَاِلتِذاذي مِن حَبيبي بِالفِكَر,حياة,ابو العتاهية
عَلِمتُ لَمّا رَضيتُ الحُبَّ مَنزِلَةًأَنَّ المَنامَ عَلى عَينَيَّ قَد غَضِبافَقُلتُ واحَرَبا وَالصَمتُ أَجدَرُ بيقَد يَغضَبُ الحُسنُ إِن نادَيتُ واحَرَبا,عتاب,كثير عزة
تَحِنُّ وَتَصبو كُلُّ عَينٍ لِحُسنِهِكَأَنَّ عُيونَ الناسِ فيهِ قُلوبُوَموسى وَلا كُفرانَ لِلَهِ قاتِليوَموسى لِقَلبي كَيفَ كانَ حَبيبُ,حب,قيس بن الملوح
لَقَد كَتَمتُ الهَوى حَتّى تَهَيَّمَنيلا أَستَطيعُ لِهَذا الحُبُّ كِتماناكادَ الهَوى يَومَ سَلمانينَ يَقتُلُنيوَكادَ يَقتُلُني يَوماً بِبَيدانا,شوق,الشريف الرضي
أَهَذا الوُدُّ زادَكِ كُلَّ يَومٍمُباعَدَةً لِإِلفِكَ وَاِجتِنابالَقَد طَرِبَ الحَمامُ فَهاجَ شَوقاًلِقَلبٍ ما يَزالُ بِكُم مُصابا,فراق,يزيد بن الطثرية
لَيتَ الزَمانَ لَنا يَعودُ بِيُسرِهِإِنَّ اليَسيرَ بِذا الزَمانِ عَسيرُيا قَلبِ هَل لَكَ في العَزاءِ فَإِنَّهُقَد عيلَ صَبرُكَ وَالكَريمُ صَبورُ,فراق,ابن سهل الأندلسي
وَلَولا أَنَّني أَخلو بِنَفسيوَأُطفِئُ بِالدُموعِ جَوى غَراميلَمُتُ أَسىً وَكَم أَشكو لِأَنّيأَغارُ عَلَيكِ يا بَدرَ التَمامِ,حب,العباس بن الأحنف
فَيا لَيتَ ما بَيني وَبَينَ أَحِبَّتيمِنَ البُعدِ ما بَيني وَبَينَ المَصائِبِأَراكَ ظَنَنتِ السِلكَ جِسمي فَعُقتِهِعَلَيكِ بِدُرٍّ عَن لِقاءِ التَرائِبِ,عتاب,عنترة بن شداد
فَلَم أَرَ غَيرَ حُكمِ اللَهِ حُكماًوَلَم أَرَ دونَ بابِ اللَهِ باباوَلا عَظَّمتُ في الأَشياءِ إِلّاصَحيحَ العِلمِ وَالأَدَبِ اللُبابا,حزن,المتنبي
وَإِطراقُ طَرفِ العَينِ لَيسَ بِنافِعٍإِذا كانَ طَرفُ القَلبِ لَيسَ بِمُطرِقِفَيا أَيُّها المَطلوبُ جاوِرهُ تَمتَنِعوَيا أَيُّها المَحرومُ يَمِّمهُ تُرزَقِ,عتاب,عمر بن أبي ربيعة
فَيا قَلبُ دَع ذِكرى بُثَينَةَ إِنَّهاوَإِن كُنتَ تَهواها تَضَنَّ وَتَبخَلُقَناةٌ مِنَ المُرّانِ ما فَوقَ حَقوِهاوَما تَحتَهُ مِنها نَقاً يَتَهَيَّلُ,حزن,ابن سهل الأندلسي
لَها مُقلَةٌ كَحلاءُ نَجلاءُ خِلقَةًكَأَنَّ أَباها الظَبيُ أَو أُمَّها مَهادَهَتني بِوِدٍّ قاتِلٍ وَهوَ مُتلِفيوَكَم قَتَلَت بِالوُدِّ مَن وَدَّها دَها,حزن,ابن سهل الأندلسي
لَقَد زِدتُ بِالأَيّامِ وَالناسِ خِبرَةًوَجَرَّبتُ حَتّى هَذَّبَتني التَجارِبُوَما الذَنبُ إِلّا العَجزُ يَركَبُهُ الفَتىوَما ذَنبُهُ إِن حارَبَتهُ المَطالِبُ,غزل,ابن سهل الأندلسي
وإذا هَمَمْتُ بوَصْلِ غَيرِكِ رَدّنيوَلَهٌ إلَيكِ، وَشَافِعٌ لكِ أوّلُوأعِزُّ ثُمّ أذِلُّ ذِلّةَ عَاشِقٍوالحُبّ فِيهِ تَعَزّزُ وَتَذَلّلُ,حزن,جرير
مَن يَفعَلِ الخَيرَ لا يَعدَم جَوازِيَهُلا يَذهَبُ العُرفُ بَينَ اللَهِ وَالناسِما كانَ ذَنبِيَ أَن فَلَّت مَعاوِلَكُممِن آلِ لَأيٍ صَفاةٌ أَصلُها راسِ,فراق,جرير
يا نائِماً أَيقَظَني حُبُّهُهَب لي رُقاداً أَيُّها النائِمُ,عتاب,جرير
أَلا لَيتَ عَيني قَد رَأَت مَن رَآكُمُلَعَلِّيَ أَسلو ساعَةً مِن هُيامِياوَهَيهاتَ أَن أَسلو مِنَ الحُزنِ وَالهَوىوَهَذا قَميصي مِن جَوى البَينِ بالِيا,حزن,عنترة بن شداد
أَتاني هَواها قَبلَ أَن أَعرِفِ الهَوىفَصادَفَ قَلباً خالِياً فَتَمَكَّنا,عتاب,المتنبي
ضاقَت عَلَيَّ بِلادُ اللَهِ ما رَحُبَتيا لَلرِجالِ فَهَل في الأَرضِ مُضطَرَبُالبَينُ يُؤلِمُني وَالشَوقُ يَجرَحُنيوَالدارُ نازِحَةٌ وَالشَملُ مُنشَعِبُ,حياة,أحمد شوقي
قَضاها لِغَيري وَاِبتَلاني بِحُبِّهافَهَلّا بِشَيءٍ غَيرَ لَيلى اِبتَلانِياخَليلَيَّ لا تَستَنكِرا دائِمَ البُكافَلَيسَ كَثيراً أَن أُديمَ بُكائِيا,عتاب,المتنبي
أَرى النَفسَ عَن لَيلى أَبَت أَن تَطيعَنيفَقَد جُنَّ مِن وَجدي بِلَيلى جُنونُها,عتاب,جميل بثينة
أَغارُ عَلى مابَينَنا أَن يَنالَهُلِسانُ عَدُوٍّ لَم يَجِد فيكَ مَطمَعاوَآنَفُ لِلدَيّانِ أَن تَرتَمي بِهِغِضابُ قَوافي الشِعرِ خَمساً وَأَربَعا,غزل,جميل بثينة
فَإِنَّكَ في عَيني لَأَبهى مِنَ الغِنىوَإِنَّكَ في قَلبي لَأَحلى مِنَ النَصرِفَيا حَكَمي المَأمولَ جُرتَ مَعَ الهَوىوَيا ثِقَتي المَأمونَ خُنتَ مَعَ الدَهرِ,عدل,أبو فراس الحمداني
لَيسَ المُبَذِّرُ مَن يَقلي دَراهِمَهُإِنَّ المُبَذِّرَ مَن لِلدينِ ما صانالَيسَ الكَفيفُ الَّذي أَمسى بِلا بَصَرٍإِنّي أَرى مِن ذَوي الأَبصارِ عُميانا,حب,البحتري
لا تَطلِبَنَّ مَحَبَّةً مِن جاهِلٍالمَرءُ لَيسَ يُحَبُّ حَتّى يُفهَماوَاِرفُق بِأَبناءِ الغَباءِ كَأَنَّهُممَرضى فَإِنَّ الجَهلَ شَيءٌ كَالعَمى,أمل,الحطيئة
أَيقِظ شُعورَكَ بِالمَحَبَّةِ إِن غَفالَولا الشُعورُ الناسُ كانوا كَالدُمىأَحبِب فَيَغدو الكوخُ كَوناً نَيِّراًوَاِبغُض فَيُمسي الكَونُ سِجناً مُظلِما,حب,ابن زيدون
وَكُلُّ طابِخِ سُمٍّ سَوفَ يَأكُلُهُوَكُلُّ حافِرِ بِئرٍ واقِعٌ فيهالَو دامَ إيمانُها لَم تَنطَلِق سَقَرٌبِدورِها وَالأَفاعي في مَغانيها,شوق,قيس بن الملوح
وَلَو أَنّي اِستَطَعتُ لَتُبتُ عَنهُوَلَكِن كَيفَ عَن روحي المَتابُوَلي قَلبٌ بِأَن يَهوى يُجازىوَمالِكُهُ بِأَن يَجني يُثابُ,حب,قيس بن الملوح
فَإِنَّ قَليلَ الحُبِّ بِالعَقلِ صالِحٌوَإِنَّ كَثيرَ الحُبِّ بِالجَهلِ فاسِدُ,حزن,قيس بن الملوح
لَحى اللَهُ الفِراقَ وَلا رَعاهُفَكَم قَد شَكَّ قَلبي بِالنِبالِأُقاتِلُ كُلَّ جَبّارٍ عَنيدٍوَيَقتُلني الفِراقُ بِلا قِتالِ,حزن,قيس بن الملوح
تَتوقُ إِلَيكِ النَفسُ ثُمَّ أَرُدُّهاحَياءً وَمِثلي بِالحَياءِ حَقيقُأَذودُ سَوامَ النَفسِ عَنكِ وَمالَهُعَلى أَحَدٍ إِلّا عَلَيكِ طَريقُ,حب,قيس بن الملوح
وَحَدَّثتَني يا قَلبُ أَنَّكَ صابِرٌعَلى البَينِ مِن لُبنى فَسَوفَ تَذوقُفَمُت كَمَداً أَو عِش سَقيماً فَإِنَّماتُكَلِّفُني مالا أَراكَ تُطيقُ,حب,البحتري
وأَنا الَّذي سَكَنَ المدينَةَ مُكْرَهاًومشى إلى الآتي بقلبٍ دامِيُصغي إلى الدُّنيا السَّخيفَةِ راغماًويعيشُ مِثْلَ النَّاسِ بالأَوهامِ,حب,أبو فراس الحمداني
وَإِن طَنَّتِ الأُذنانِ قُلتُ ذَكَرتِنيوَإِن خَلَجَت عَيني رَجَوتُ التَلاقِياأَيا عَزَّ صادي القَلبَ حَتّى يَوَدَّنيفُؤادُكِ أَو رُدّي عَلَيَّ فُؤادِيا,حياة,إيليا ابو ماضي
وَمَن لا يُغَمِّض عَينَه عَن صَديقِهِوَعَن بَعضِ ما فيهِ يَمُت وَهوَ عَاتِبُوَمَن يَتَتَبَّع جاهِداً كُلَّ عَثرَةٍيَجِدها وَلا يَسلَم له الَّهرَ صَاحِبُ,عدل,إيليا ابو ماضي
وما كنت أَدري قَبلَ عَزَّةَ ما البُكاوَلا مُوجِعاتِ القَلبِ حَتَّى تَوَلَّتِوَما أَنصَفَت أَما النِساءُ فَبَغَّضَتإِلينا وَأَمَّا بِالنَوالِ فَضَنَّتِ,أمل,إيليا ابو ماضي
أَسِيئي بِنا أَو أَحسِني لا مَلومَةًلَدِينا وَلا مَقلِيةً إِن تَقَلَّتوَلَكِن أَنيلي وَاِذكُري مِن مَودَةٍلَنا خُلَّةً كَانَت لَدَيكُم فَضَلَّتِ,عدل,إيليا ابو ماضي
كُلٌّ يَدورُ عَلى البَقاءِ مُؤَمِّلاًوَعَلى الفَناءِ تُديرُهُ الأَيّامُوَالدائِمُ المَلَكوتِ رَبٌّ لَم يَزَلمَلِكاً تَقَطَّعُ دونَهُ الأَوهامُ,شوق,أحمد شوقي
"رُبَّ أَمرٍ كُنتُ لَمّا كانَ عِندي أَتَّقيهِبِتُّ لَمّا غابَ عَنّي وَتَوارى أَشتَهيهِ
ما الَّذي حَبَّبَهُ عِندي وَما بَغَّضَنيهِأَأَنا الشَخصُ الَّذي أَعرَضَ عَنهُ؟
لَستُ أَدري",حب,المتنبي
أُحاذِرُ أَن تَتَظَنّى الوُشاةُوَقَد يُستَدامُ الهَوى بِالحَذَروَأَصبِرُ مُستَيقِناً أَنَّهُسَيَحظى بِنَيلِ المُنى مَن صَبَر,فراق,عنترة بن شداد
أَتلَفتَني كَلَفاً أَبلَيتَني أَسَفاًقَطَّعتَني شَغَفاً أَورَثتَني عِلَلاإِن كُنتُ خُنتُ وَأَضمَرتُ السُلُوَّ فَلابَلَغتُ يا أَمَلي مِن قُربَكَ الأَمَلا,شوق,قيس بن ذريح
وَما المالُ وَالأَهلونَ إِلّا وَديعَةٌوَلا بُدَّ يَوماً أَن تُرَدَّ الوَدائِعُوَيَمضونَ أَرسالاً وَنَخلُفُ بَعدَهُمكَما ضَمَّ أُخرى التالِياتِ المُشايِعُ,حزن,قيس بن ذريح
وَقَلَّبتُ أَمري لا أَرى لِيَ راحَةًإِذا البَينُ أَنساني أَلَحَّ بِيَ الهَجرُفَعُدتُ إِلى حُكمِ الزَمانِ وَحُكمِهالَها الذَنبُ لاتُجزى بِهِ وَلِيَ العُذرُ,حزن,أبو القاسم الشابي
صَبورٌ وَلو لَم تَبقَ مِنّي بَقِيَّةٌقَؤولٌ وَلَو أَنَّ السُيوفَ جَوابُوَقورٌ وَأَحداثُ الزَمانِ تَنوشُنيوَلِلمَوتِ حَولي جيئَةٌ وَذَهابُ,شوق,كثير عزة
إِنَّ الحَبيبَ الَّذي هامَ الفُؤادُ بِهِيَنامُ عَن طولِ لَيلٍ أَنتَ ساهِرُهُما أَنسَ لا أَنسَ يَومَ البَينِ مَوقِفَناوَالشَوقُ يَنهى البُكى عَنّي وَيَأمُرُهُ,صداقة,كثير عزة
مرِضَ الحبيبُ فعُدْتُهُفمرِضْتُ مِن خوفي عليهِفأتى الحبيبُ يزورنيفبَرِئْتُ مِن نَظرِي إليهِ,حزن,كثير عزة
نابَذتُ مَن بِاِصطِباري عَنكِ يَأمُرُنيلِأَنَّ مِثلَكِ روحي عَنهُ قَد ضاقاما يَرجِعُ الطَرفُ عَنها حينَ أُبصِرُهاحَتّى يَعودَ إِلَيها الطَرفُ مُشتاقا,عتاب,كثير عزة
نادَيتُ قَلبي بِحُزنٍ ثُمَّ قُلتُ لَهُيا مَن يُبالي حَبيباً لا يُباليهِهَذا الَّذي كُنتَ تَهواهُ وَتَمنَحَهُصَفوَ المَوَدَّةِ قَد غالَت دَواهيهِ,أمل,ابو العتاهية
فَقُل لِمَن يَدَّعي في العِلمِ فَلسَفَةًحَفِظتَ شَيئاً وَغابَت عَنكَ أَشياءُلا تَحظُرِ العَفوَ إِن كُنتَ اِمرَأً حَرِجاًفَإِنَّ حَظرَكَهُ في الدينِ إِزراءُ,شوق,إيليا ابو ماضي
يَقَعُ البَلاءُ وَيَنقَضي عَن أَهلِهِوَبَلاءُ حُبِّكَ كُلَّ يَومٍ زائِدُأَنّى أَصيدُ وَما لِمِثلي قُوَّةٌظَبياً يَموتُ إِذا رآهُ الصائِدُ,أمل,ابن زيدون
يا أَعدَلَ الناسِ إِلّا في مُعامَلَتيفيكَ الخِصامُ وَأَنتَ الخَصمُ وَالحَكَمُأُعيذُها نَظَراتٍ مِنكَ صادِقَةًأَن تَحسَبَ الشَحمَ فيمَن شَحمُهُ وَرَمُ,فراق,ابن زيدون
الحب ليس روايةً شرقيةًبختامها يتزوج الأبطاللكنه الإبحار دون سفينةٍوشعورنا ان الوصول محالهو أن تظل على الأصابع رعشةٌ,عدل,لبيد بن ربيعة
لَمَّا رَآنِي فِي هَوَاهُ مُتَيَّماًعَرفَ الحَبِيبُ مَقَامَهُ فَتَدَلَّلاَفَلَكَ الدَّلاَلُ وَأنتَ بَدرٌ كَامِلٌوَيَحِقُّ لِلمَحبُوبِ أن يَتَدَلَّلاَ,حزن,أبو فراس الحمداني
إِنَّ الغَنيَّ إِذا تَكَلَّمَ كَاذِباًقَالوا صَدَقْتَ وَما نَطَقْتَ مُحالاوَإِذا الفقيرُ أَصابَ قالوا لَمْ تُصِبْوَكَذَبْتَ يا هذا وَقُلْتَ ضلالاإِنَّ الدَّراهِمَ فِي المَواطِنِ كُلّهاتَكْسُو الرِّجَالَ مَهابَةً وجَلالا,مدح,أبو فراس الحمداني
نَقِّل فُؤادَكَ حَيثُ شِئتَ مِنَ الهَوىما الحُبُّ إِلّا لِلحَبيبِ الأَوَّلِكَم مَنزِلٍ في الأَرضِ يَألَفُهُ الفَتىوَحَنينُهُ أَبَداً لِأَوَّلِ مَنزِلِ,شوق,أبو فراس الحمداني
وَالهَجرُ أَقتَلُ لي مِمّا أُراقِبُهُأَنا الغَريقُ فَما خَوفي مِنَ البَلَلِما بالُ كُلِّ فُؤادٍ في عَشيرَتِهابِهِ الَّذي بي وَما بي غَيرُ مُنتَقِلِ,حياة,ابو نواس
وَما نَيلُ المَطالِبِ بِالتَمَنّيوَلَكِن تُؤخَذُ الدُنيا غِلاباوَما اِستَعصى عَلى قَومٍ مَنالٌإِذا الإِقدامُ كانَ لَهُم رِكابا,غزل,ابو نواس
وَقَد يَجمَعِ اللَهُ الشَتيتَينِ بَعدَ مايَظُنّانِ كُلَّ الظَنِّ أَلّا تَلاقِياتَساقَطُ نَفسي حينَ أَلقاكِ أَنفُساًيَرِدنَ فَما يَصدُرنَ إِلّا صَوادِيا,حزن,ابو نواس
